file,processed,processed_time
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_132219.wav,true,2020-05-23T16:57:52.091
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_133219.wav,true,2020-05-23T16:58:11.129
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_134219.wav,true,2020-05-23T16:58:14.021
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_135219.wav,true,2020-05-23T16:58:31.705
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_140219.wav,true,2020-05-23T16:58:34.557
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_141219.wav,true,2020-05-23T16:58:51.746
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_142219.wav,true,2020-05-23T16:58:55.772
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_143219.wav,true,2020-05-23T16:59:15.469
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_144219.wav,true,2020-05-23T16:59:19.782
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_145219.wav,true,2020-05-23T16:59:37.812
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_150219.wav,true,2020-05-23T16:59:40.73
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_151219.wav,true,2020-05-23T16:59:58.552
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_152219.wav,true,2020-05-23T17:00:01.08
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_153219.wav,true,2020-05-23T17:00:21.464
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_154219.wav,true,2020-05-23T17:00:23.034
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_155219.wav,true,2020-05-23T17:00:48.02
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_160219.wav,true,2020-05-23T17:00:44.205
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_161219.wav,true,2020-05-23T17:01:04.565
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_162219.wav,true,2020-05-23T17:01:09.25
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_163219.wav,true,2020-05-23T17:01:27.449
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_164219.wav,true,2020-05-23T17:01:32.626
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_165219.wav,true,2020-05-23T17:01:49.78
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_170219.wav,true,2020-05-23T17:01:53.63
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_171219.wav,true,2020-05-23T17:02:13.119
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_172219.wav,true,2020-05-23T17:02:14.336
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_173219.wav,true,2020-05-23T17:02:33.597
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_174219.wav,true,2020-05-23T17:02:37.318
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_175219.wav,true,2020-05-23T17:02:54.418
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_180219.wav,true,2020-05-23T17:02:58.137
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_181219.wav,true,2020-05-23T17:03:15.364
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_182219.wav,true,2020-05-23T17:03:18.153
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_183219.wav,true,2020-05-23T17:03:36.928
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_184219.wav,true,2020-05-23T17:03:39.015
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_185219.wav,true,2020-05-23T17:03:58.055
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_190219.wav,true,2020-05-23T17:04:00.017
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_191219.wav,true,2020-05-23T17:04:18.394
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_192219.wav,true,2020-05-23T17:04:22.955
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_193219.wav,true,2020-05-23T17:04:39.819
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_194219.wav,true,2020-05-23T17:04:43.524
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_195219.wav,true,2020-05-23T17:05:00.921
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_200219.wav,true,2020-05-23T17:05:05.338
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_201219.wav,true,2020-05-23T17:05:21.454
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_202219.wav,true,2020-05-23T17:05:26.054
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_203219.wav,true,2020-05-23T17:05:43.536
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_204219.wav,true,2020-05-23T17:05:47.26
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_205219.wav,true,2020-05-23T17:06:05.359
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_210219.wav,true,2020-05-23T17:06:10.129
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_211219.wav,true,2020-05-23T17:06:25.008
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_212219.wav,true,2020-05-23T17:06:30.482
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_213219.wav,true,2020-05-23T17:06:47.787
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_214219.wav,true,2020-05-23T17:06:52.189
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_215219.wav,true,2020-05-23T17:07:08.951
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_220219.wav,true,2020-05-23T17:07:14.887
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_221219.wav,true,2020-05-23T17:07:30.611
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_222219.wav,true,2020-05-23T17:07:35.881
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_223219.wav,true,2020-05-23T17:07:51.781
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_224219.wav,true,2020-05-23T17:07:57.802
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_225219.wav,true,2020-05-23T17:08:14.357
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_230219.wav,true,2020-05-23T17:08:18.215
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_231219.wav,true,2020-05-23T17:08:33.839
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_232219.wav,true,2020-05-23T17:08:40.881
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_233219.wav,true,2020-05-23T17:08:55.122
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_234219.wav,true,2020-05-23T17:09:02.595
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200507_235219.wav,true,2020-05-23T17:09:17.374
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_000219.wav,true,2020-05-23T17:09:30.104
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_001219.wav,true,2020-05-23T17:09:39.666
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_002219.wav,true,2020-05-23T17:09:52.451
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_003219.wav,true,2020-05-23T17:10:00.78
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_004219.wav,true,2020-05-23T17:10:14.246
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_005219.wav,true,2020-05-23T17:10:21.652
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_010219.wav,true,2020-05-23T17:10:35.985
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_011219.wav,true,2020-05-23T17:10:43.245
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_012219.wav,true,2020-05-23T17:10:57.516
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_013219.wav,true,2020-05-23T17:11:04.283
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_014219.wav,true,2020-05-23T17:11:17.073
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_015219.wav,true,2020-05-23T17:11:27.968
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_020219.wav,true,2020-05-23T17:11:39.124
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_021219.wav,true,2020-05-23T17:11:47.735
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_022219.wav,true,2020-05-23T17:11:59.503
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_023219.wav,true,2020-05-23T17:12:07.836
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_024219.wav,true,2020-05-23T17:12:20.337
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_025219.wav,true,2020-05-23T17:12:28.02
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_030219.wav,true,2020-05-23T17:12:40.781
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_031219.wav,true,2020-05-23T17:12:49.545
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_032219.wav,true,2020-05-23T17:13:00.731
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_033219.wav,true,2020-05-23T17:13:16.451
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_034219.wav,true,2020-05-23T17:13:23.391
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_035219.wav,true,2020-05-23T17:13:37.248
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_040219.wav,true,2020-05-23T17:13:44.345
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_041219.wav,true,2020-05-23T17:13:58.506
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_042219.wav,true,2020-05-23T17:14:05.897
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_043219.wav,true,2020-05-23T17:14:22.698
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_044219.wav,true,2020-05-23T17:14:30.236
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_045219.wav,true,2020-05-23T17:14:43.096
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_050219.wav,true,2020-05-23T17:14:50.38
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_051219.wav,true,2020-05-23T17:15:05.491
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_052219.wav,true,2020-05-23T17:15:12.123
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_053219.wav,true,2020-05-23T17:15:27.416
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_054219.wav,true,2020-05-23T17:15:33.245
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_055219.wav,true,2020-05-23T17:15:47.19
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_060219.wav,true,2020-05-23T17:15:55.07
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_061219.wav,true,2020-05-23T17:16:08.787
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_062219.wav,true,2020-05-23T17:16:15.242
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_063219.wav,true,2020-05-23T17:16:29.804
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_064219.wav,true,2020-05-23T17:16:35.981
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_065219.wav,true,2020-05-23T17:16:51.062
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_070219.wav,true,2020-05-23T17:16:56.54
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_071219.wav,true,2020-05-23T17:17:12.981
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_072219.wav,true,2020-05-23T17:17:17.574
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_073219.wav,true,2020-05-23T17:17:34.213
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_074219.wav,true,2020-05-23T17:17:39.253
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_075219.wav,true,2020-05-23T17:17:54.849
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_080219.wav,true,2020-05-23T17:18:01.398
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_081219.wav,true,2020-05-23T17:18:17.666
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_082219.wav,true,2020-05-23T17:18:23.339
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_083219.wav,true,2020-05-23T17:18:38.738
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_084219.wav,true,2020-05-23T17:18:44.148
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_085219.wav,true,2020-05-23T17:18:59.085
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_090219.wav,true,2020-05-23T17:19:07.868
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_091219.wav,true,2020-05-23T17:19:20.398
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_092219.wav,true,2020-05-23T17:19:30.121
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_093219.wav,true,2020-05-23T17:19:41.539
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_094219.wav,true,2020-05-23T17:19:51.638
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_095219.wav,true,2020-05-23T17:20:01.82
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_100219.wav,true,2020-05-23T17:20:11.793
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_101219.wav,true,2020-05-23T17:20:22.474
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_102219.wav,true,2020-05-23T17:20:37.852
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_103219.wav,true,2020-05-23T17:20:45.901
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_104219.wav,true,2020-05-23T17:20:58.458
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_105219.wav,true,2020-05-23T17:21:07.094
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_110219.wav,true,2020-05-23T17:21:25.538
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_111219.wav,true,2020-05-23T17:21:27.962
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_112219.wav,true,2020-05-23T17:21:47.713
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_113219.wav,true,2020-05-23T17:21:49.353
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_114219.wav,true,2020-05-23T17:22:08.438
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_115219.wav,true,2020-05-23T17:22:13.038
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_120219.wav,true,2020-05-23T17:22:28.957
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_121219.wav,true,2020-05-23T17:22:36.05
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_122219.wav,true,2020-05-23T17:22:51.249
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_123219.wav,true,2020-05-23T17:22:56.447
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_124219.wav,true,2020-05-23T17:23:13.61
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_125219.wav,true,2020-05-23T17:23:16.427
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_130219.wav,true,2020-05-23T17:23:34.841
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_131219.wav,true,2020-05-23T17:23:41.116
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_132219.wav,true,2020-05-23T17:23:59.232
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_133219.wav,true,2020-05-23T17:24:01.278
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_134219.wav,true,2020-05-23T17:24:21.151
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_135219.wav,true,2020-05-23T17:24:22.021
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_140219.wav,true,2020-05-23T17:24:42.677
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_141219.wav,true,2020-05-23T17:24:43.465
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_142219.wav,true,2020-05-23T17:25:06.649
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_143219.wav,true,2020-05-23T17:25:06.018
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_144219.wav,true,2020-05-23T17:25:26.639
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_145219.wav,true,2020-05-23T17:25:29.748
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_150219.wav,true,2020-05-23T17:25:47.604
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_151219.wav,true,2020-05-23T17:25:51.396
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_152219.wav,true,2020-05-23T17:26:07.901
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_153219.wav,true,2020-05-23T17:26:11.462
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_154219.wav,true,2020-05-23T17:26:29.497
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_155219.wav,true,2020-05-23T17:26:35.173
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_160219.wav,true,2020-05-23T17:26:49.838
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_161219.wav,true,2020-05-23T17:26:59.015
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_162219.wav,true,2020-05-23T17:27:10.603
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_163219.wav,true,2020-05-23T17:27:21.475
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_164219.wav,true,2020-05-23T17:27:31.938
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_165219.wav,true,2020-05-23T17:27:41.972
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_170219.wav,true,2020-05-23T17:27:54.256
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_171219.wav,true,2020-05-23T17:28:05.791
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_172219.wav,true,2020-05-23T17:28:14.836
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_173219.wav,true,2020-05-23T17:28:30.833
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_174219.wav,true,2020-05-23T17:28:37.907
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_175219.wav,true,2020-05-23T17:28:52.155
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_180219.wav,true,2020-05-23T17:28:59.265
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_181219.wav,true,2020-05-23T17:29:13.601
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_182219.wav,true,2020-05-23T17:29:20.405
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_183219.wav,true,2020-05-23T17:29:35.538
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_184219.wav,true,2020-05-23T17:29:41.772
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_185219.wav,true,2020-05-23T17:29:56.519
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_190219.wav,true,2020-05-23T17:30:05.553
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_191219.wav,true,2020-05-23T17:30:16.348
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_192219.wav,true,2020-05-23T17:30:27.063
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_193219.wav,true,2020-05-23T17:30:36.689
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_194219.wav,true,2020-05-23T17:30:49.845
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_195219.wav,true,2020-05-23T17:31:02.838
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_200219.wav,true,2020-05-23T17:31:09.856
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_201219.wav,true,2020-05-23T17:31:23.069
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_202219.wav,true,2020-05-23T17:31:30.488
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_203219.wav,true,2020-05-23T17:31:45.962
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_204219.wav,true,2020-05-23T17:31:53.178
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_205219.wav,true,2020-05-23T17:32:07.154
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_210219.wav,true,2020-05-23T17:32:22.849
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_211219.wav,true,2020-05-23T17:32:34.15
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_212219.wav,true,2020-05-23T17:32:43.438
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_213219.wav,true,2020-05-23T17:32:53.985
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_214219.wav,true,2020-05-23T17:33:03.052
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_215219.wav,true,2020-05-23T17:33:16.189
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_220219.wav,true,2020-05-23T17:33:25.634
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_221219.wav,true,2020-05-23T17:33:37.907
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_222219.wav,true,2020-05-23T17:33:46.053
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_223219.wav,true,2020-05-23T17:33:58.594
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_224219.wav,true,2020-05-23T17:34:06.601
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_225219.wav,true,2020-05-23T17:34:20.188
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_230219.wav,true,2020-05-23T17:34:27.775
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_231219.wav,true,2020-05-23T17:34:41.534
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_232219.wav,true,2020-05-23T17:34:50.687
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_233219.wav,true,2020-05-23T17:35:07.151
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_234219.wav,true,2020-05-23T17:35:11.206
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200508_235219.wav,true,2020-05-23T17:35:28.918
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_000219.wav,true,2020-05-23T17:35:33.14
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_001219.wav,true,2020-05-23T17:35:59.632
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_002219.wav,true,2020-05-23T17:35:53.767
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_003219.wav,true,2020-05-23T17:36:14.993
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_004219.wav,true,2020-05-23T17:36:20.895
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_005219.wav,true,2020-05-23T17:36:35.197
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_010219.wav,true,2020-05-23T17:36:40.863
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_011219.wav,true,2020-05-23T17:36:55.802
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_012219.wav,true,2020-05-23T17:37:01.905
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_013219.wav,true,2020-05-23T17:37:17.517
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_014219.wav,true,2020-05-23T17:37:23.593
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_015219.wav,true,2020-05-23T17:37:40.869
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_020219.wav,true,2020-05-23T17:37:44.346
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_021219.wav,true,2020-05-23T17:38:03.312
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_022219.wav,true,2020-05-23T17:38:05.102
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_023219.wav,true,2020-05-23T17:38:26.057
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_024219.wav,true,2020-05-23T17:38:26.982
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_025219.wav,true,2020-05-23T17:38:50.921
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_030219.wav,true,2020-05-23T17:38:49.517
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_031219.wav,true,2020-05-23T17:39:10.074
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_032219.wav,true,2020-05-23T17:39:12.472
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_033219.wav,true,2020-05-23T17:39:31.055
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_034219.wav,true,2020-05-23T17:39:35.695
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_035219.wav,true,2020-05-23T17:39:52.136
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_040219.wav,true,2020-05-23T17:39:57.223
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_041219.wav,true,2020-05-23T17:40:13.42
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_042219.wav,true,2020-05-23T17:40:19.467
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_043219.wav,true,2020-05-23T17:40:34.336
\\atlas.shore.mbari.org\PAM_Archive\2020\05\MARS_20200509_044219.wav,true,2020-05-23T17:40:40.56
