file,time,date,processed_time
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_104219.wav_clicks.jld2,2020-05-16T10:42:19.0,2020-05-16,2020-05-26T21:52:20.928
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_105219.wav_clicks.jld2,2020-05-16T10:52:19.0,2020-05-16,2020-05-26T21:52:31.13
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_110219.wav_clicks.jld2,2020-05-16T11:02:19.0,2020-05-16,2020-05-26T21:52:41.006
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_111219.wav_clicks.jld2,2020-05-16T11:12:19.0,2020-05-16,2020-05-26T21:52:50.959
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_112219.wav_clicks.jld2,2020-05-16T11:22:19.0,2020-05-16,2020-05-26T21:53:01.444
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_113219.wav_clicks.jld2,2020-05-16T11:32:19.0,2020-05-16,2020-05-26T21:53:10.606
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_114219.wav_clicks.jld2,2020-05-16T11:42:19.0,2020-05-16,2020-05-26T21:53:21.791
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_115219.wav_clicks.jld2,2020-05-16T11:52:19.0,2020-05-16,2020-05-26T21:53:31.339
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_120219.wav_clicks.jld2,2020-05-16T12:02:19.0,2020-05-16,2020-05-26T21:53:41.967
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_121219.wav_clicks.jld2,2020-05-16T12:12:19.0,2020-05-16,2020-05-26T21:53:51.903
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_122219.wav_clicks.jld2,2020-05-16T12:22:19.0,2020-05-16,2020-05-26T21:54:01.462
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_123219.wav_clicks.jld2,2020-05-16T12:32:19.0,2020-05-16,2020-05-26T21:54:12.213
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_124219.wav_clicks.jld2,2020-05-16T12:42:19.0,2020-05-16,2020-05-26T21:54:22.821
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_125219.wav_clicks.jld2,2020-05-16T12:52:19.0,2020-05-16,2020-05-26T21:54:33.267
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_130219.wav_clicks.jld2,2020-05-16T13:02:19.0,2020-05-16,2020-05-26T21:54:43.252
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_131219.wav_clicks.jld2,2020-05-16T13:12:19.0,2020-05-16,2020-05-26T21:54:53.815
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_132219.wav_clicks.jld2,2020-05-16T13:22:19.0,2020-05-16,2020-05-26T21:55:03.295
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_133219.wav_clicks.jld2,2020-05-16T13:32:19.0,2020-05-16,2020-05-26T21:55:13.911
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_134219.wav_clicks.jld2,2020-05-16T13:42:19.0,2020-05-16,2020-05-26T21:55:24.6
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_135219.wav_clicks.jld2,2020-05-16T13:52:19.0,2020-05-16,2020-05-26T21:55:34.684
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_140219.wav_clicks.jld2,2020-05-16T14:02:19.0,2020-05-16,2020-05-26T21:55:44.692
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_141219.wav_clicks.jld2,2020-05-16T14:12:19.0,2020-05-16,2020-05-26T21:55:55.758
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_142219.wav_clicks.jld2,2020-05-16T14:22:19.0,2020-05-16,2020-05-26T21:56:05.516
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_143219.wav_clicks.jld2,2020-05-16T14:32:19.0,2020-05-16,2020-05-26T21:56:16.157
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_144219.wav_clicks.jld2,2020-05-16T14:42:19.0,2020-05-16,2020-05-26T21:56:25.862
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_145219.wav_clicks.jld2,2020-05-16T14:52:19.0,2020-05-16,2020-05-26T21:56:37.42
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_150219.wav_clicks.jld2,2020-05-16T15:02:19.0,2020-05-16,2020-05-26T21:56:46.741
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_151219.wav_clicks.jld2,2020-05-16T15:12:19.0,2020-05-16,2020-05-26T21:56:58.174
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_152219.wav_clicks.jld2,2020-05-16T15:22:19.0,2020-05-16,2020-05-26T21:57:07.114
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_153219.wav_clicks.jld2,2020-05-16T15:32:19.0,2020-05-16,2020-05-26T21:57:18.878
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_154219.wav_clicks.jld2,2020-05-16T15:42:19.0,2020-05-16,2020-05-26T21:57:27.256
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_155219.wav_clicks.jld2,2020-05-16T15:52:19.0,2020-05-16,2020-05-26T21:57:39.973
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_160219.wav_clicks.jld2,2020-05-16T16:02:19.0,2020-05-16,2020-05-26T21:57:47.834
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_161219.wav_clicks.jld2,2020-05-16T16:12:19.0,2020-05-16,2020-05-26T21:58:01.506
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_162219.wav_clicks.jld2,2020-05-16T16:22:19.0,2020-05-16,2020-05-26T21:58:07.848
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_163219.wav_clicks.jld2,2020-05-16T16:32:19.0,2020-05-16,2020-05-26T21:58:22.623
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_164219.wav_clicks.jld2,2020-05-16T16:42:19.0,2020-05-16,2020-05-26T21:58:29.357
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_165219.wav_clicks.jld2,2020-05-16T16:52:19.0,2020-05-16,2020-05-26T21:58:43.323
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_170219.wav_clicks.jld2,2020-05-16T17:02:19.0,2020-05-16,2020-05-26T21:58:51.129
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_171219.wav_clicks.jld2,2020-05-16T17:12:19.0,2020-05-16,2020-05-26T21:59:03.831
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_172219.wav_clicks.jld2,2020-05-16T17:22:19.0,2020-05-16,2020-05-26T21:59:12.405
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_173219.wav_clicks.jld2,2020-05-16T17:32:19.0,2020-05-16,2020-05-26T21:59:23.357
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_174219.wav_clicks.jld2,2020-05-16T17:42:19.0,2020-05-16,2020-05-26T21:59:33.111
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_175219.wav_clicks.jld2,2020-05-16T17:52:19.0,2020-05-16,2020-05-26T21:59:43.515
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_180219.wav_clicks.jld2,2020-05-16T18:02:19.0,2020-05-16,2020-05-26T21:59:53.806
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_181219.wav_clicks.jld2,2020-05-16T18:12:19.0,2020-05-16,2020-05-26T22:00:03.792
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_182219.wav_clicks.jld2,2020-05-16T18:22:19.0,2020-05-16,2020-05-26T22:00:14.35
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_183219.wav_clicks.jld2,2020-05-16T18:32:19.0,2020-05-16,2020-05-26T22:00:23.629
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_184219.wav_clicks.jld2,2020-05-16T18:42:19.0,2020-05-16,2020-05-26T22:00:34.692
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_185219.wav_clicks.jld2,2020-05-16T18:52:19.0,2020-05-16,2020-05-26T22:00:43.648
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_190219.wav_clicks.jld2,2020-05-16T19:02:19.0,2020-05-16,2020-05-26T22:00:55.176
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_191219.wav_clicks.jld2,2020-05-16T19:12:19.0,2020-05-16,2020-05-26T22:01:05.048
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_192219.wav_clicks.jld2,2020-05-16T19:22:19.0,2020-05-16,2020-05-26T22:01:14.58
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_193219.wav_clicks.jld2,2020-05-16T19:32:19.0,2020-05-16,2020-05-26T22:01:24.908
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_194219.wav_clicks.jld2,2020-05-16T19:42:19.0,2020-05-16,2020-05-26T22:01:34.845
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_195219.wav_clicks.jld2,2020-05-16T19:52:19.0,2020-05-16,2020-05-26T22:01:45.052
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_200219.wav_clicks.jld2,2020-05-16T20:02:19.0,2020-05-16,2020-05-26T22:01:55.569
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_201219.wav_clicks.jld2,2020-05-16T20:12:19.0,2020-05-16,2020-05-26T22:02:04.799
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_202219.wav_clicks.jld2,2020-05-16T20:22:19.0,2020-05-16,2020-05-26T22:02:18.775
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_203219.wav_clicks.jld2,2020-05-16T20:32:19.0,2020-05-16,2020-05-26T22:02:27.061
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_204219.wav_clicks.jld2,2020-05-16T20:42:19.0,2020-05-16,2020-05-26T22:02:39.593
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_205219.wav_clicks.jld2,2020-05-16T20:52:19.0,2020-05-16,2020-05-26T22:02:46.509
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_210219.wav_clicks.jld2,2020-05-16T21:02:19.0,2020-05-16,2020-05-26T22:03:00.321
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_211219.wav_clicks.jld2,2020-05-16T21:12:19.0,2020-05-16,2020-05-26T22:03:07.054
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_212219.wav_clicks.jld2,2020-05-16T21:22:19.0,2020-05-16,2020-05-26T22:03:21.033
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_213219.wav_clicks.jld2,2020-05-16T21:32:19.0,2020-05-16,2020-05-26T22:03:26.561
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_214219.wav_clicks.jld2,2020-05-16T21:42:19.0,2020-05-16,2020-05-26T22:03:41.764
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_215219.wav_clicks.jld2,2020-05-16T21:52:19.0,2020-05-16,2020-05-26T22:03:46.736
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_220219.wav_clicks.jld2,2020-05-16T22:02:19.0,2020-05-16,2020-05-26T22:04:02.245
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_221219.wav_clicks.jld2,2020-05-16T22:12:19.0,2020-05-16,2020-05-26T22:04:07.389
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_222219.wav_clicks.jld2,2020-05-16T22:22:19.0,2020-05-16,2020-05-26T22:04:22.73
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_223219.wav_clicks.jld2,2020-05-16T22:32:19.0,2020-05-16,2020-05-26T22:04:28.682
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_224219.wav_clicks.jld2,2020-05-16T22:42:19.0,2020-05-16,2020-05-26T22:04:42.857
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_225219.wav_clicks.jld2,2020-05-16T22:52:19.0,2020-05-16,2020-05-26T22:04:48.945
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_230219.wav_clicks.jld2,2020-05-16T23:02:19.0,2020-05-16,2020-05-26T22:05:03.594
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_231219.wav_clicks.jld2,2020-05-16T23:12:19.0,2020-05-16,2020-05-26T22:05:09.184
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_232219.wav_clicks.jld2,2020-05-16T23:22:19.0,2020-05-16,2020-05-26T22:05:23.422
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_233219.wav_clicks.jld2,2020-05-16T23:32:19.0,2020-05-16,2020-05-26T22:05:28.835
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_234219.wav_clicks.jld2,2020-05-16T23:42:19.0,2020-05-16,2020-05-26T22:05:44.401
X:\OdontoceteClicks\clicks\2020\05\MARS_20200516_235219.wav_clicks.jld2,2020-05-16T23:52:19.0,2020-05-16,2020-05-26T22:05:51.078
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_000219.wav_clicks.jld2,2020-05-17T00:02:19.0,2020-05-17,2020-05-26T22:06:05.0
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_001219.wav_clicks.jld2,2020-05-17T00:12:19.0,2020-05-17,2020-05-26T22:06:11.553
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_002219.wav_clicks.jld2,2020-05-17T00:22:19.0,2020-05-17,2020-05-26T22:06:26.169
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_003219.wav_clicks.jld2,2020-05-17T00:32:19.0,2020-05-17,2020-05-26T22:06:32.252
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_004219.wav_clicks.jld2,2020-05-17T00:42:19.0,2020-05-17,2020-05-26T22:06:46.433
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_005219.wav_clicks.jld2,2020-05-17T00:52:19.0,2020-05-17,2020-05-26T22:06:53.05
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_010219.wav_clicks.jld2,2020-05-17T01:02:19.0,2020-05-17,2020-05-26T22:07:06.542
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_011219.wav_clicks.jld2,2020-05-17T01:12:19.0,2020-05-17,2020-05-26T22:07:11.806
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_012219.wav_clicks.jld2,2020-05-17T01:22:19.0,2020-05-17,2020-05-26T22:07:27.052
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_013219.wav_clicks.jld2,2020-05-17T01:32:19.0,2020-05-17,2020-05-26T22:07:30.399
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_014219.wav_clicks.jld2,2020-05-17T01:42:19.0,2020-05-17,2020-05-26T22:07:46.754
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_015219.wav_clicks.jld2,2020-05-17T01:52:19.0,2020-05-17,2020-05-26T22:07:50.461
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_020219.wav_clicks.jld2,2020-05-17T02:02:19.0,2020-05-17,2020-05-26T22:08:06.98
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_021219.wav_clicks.jld2,2020-05-17T02:12:19.0,2020-05-17,2020-05-26T22:08:10.313
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_022219.wav_clicks.jld2,2020-05-17T02:22:19.0,2020-05-17,2020-05-26T22:08:27.567
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_023219.wav_clicks.jld2,2020-05-17T02:32:19.0,2020-05-17,2020-05-26T22:08:30.491
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_024219.wav_clicks.jld2,2020-05-17T02:42:19.0,2020-05-17,2020-05-26T22:08:46.853
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_025219.wav_clicks.jld2,2020-05-17T02:52:19.0,2020-05-17,2020-05-26T22:08:50.023
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_030219.wav_clicks.jld2,2020-05-17T03:02:19.0,2020-05-17,2020-05-26T22:09:08.072
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_031219.wav_clicks.jld2,2020-05-17T03:12:19.0,2020-05-17,2020-05-26T22:09:09.561
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_032219.wav_clicks.jld2,2020-05-17T03:22:19.0,2020-05-17,2020-05-26T22:09:29.087
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_033219.wav_clicks.jld2,2020-05-17T03:32:19.0,2020-05-17,2020-05-26T22:09:30.583
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_034219.wav_clicks.jld2,2020-05-17T03:42:19.0,2020-05-17,2020-05-26T22:09:48.678
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_035219.wav_clicks.jld2,2020-05-17T03:52:19.0,2020-05-17,2020-05-26T22:09:51.508
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_040219.wav_clicks.jld2,2020-05-17T04:02:19.0,2020-05-17,2020-05-26T22:10:08.717
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_041219.wav_clicks.jld2,2020-05-17T04:12:19.0,2020-05-17,2020-05-26T22:10:11.481
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_042219.wav_clicks.jld2,2020-05-17T04:22:19.0,2020-05-17,2020-05-26T22:10:29.714
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_043219.wav_clicks.jld2,2020-05-17T04:32:19.0,2020-05-17,2020-05-26T22:10:31.27
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_044219.wav_clicks.jld2,2020-05-17T04:42:19.0,2020-05-17,2020-05-26T22:10:50.312
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_045219.wav_clicks.jld2,2020-05-17T04:52:19.0,2020-05-17,2020-05-26T22:10:52.197
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_050219.wav_clicks.jld2,2020-05-17T05:02:19.0,2020-05-17,2020-05-26T22:11:11.168
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_051219.wav_clicks.jld2,2020-05-17T05:12:19.0,2020-05-17,2020-05-26T22:11:12.909
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_052219.wav_clicks.jld2,2020-05-17T05:22:19.0,2020-05-17,2020-05-26T22:11:30.799
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_053219.wav_clicks.jld2,2020-05-17T05:32:19.0,2020-05-17,2020-05-26T22:11:33.191
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_054219.wav_clicks.jld2,2020-05-17T05:42:19.0,2020-05-17,2020-05-26T22:11:50.592
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_055219.wav_clicks.jld2,2020-05-17T05:52:19.0,2020-05-17,2020-05-26T22:11:52.301
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_060219.wav_clicks.jld2,2020-05-17T06:02:19.0,2020-05-17,2020-05-26T22:12:11.296
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_061219.wav_clicks.jld2,2020-05-17T06:12:19.0,2020-05-17,2020-05-26T22:12:13.652
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_062219.wav_clicks.jld2,2020-05-17T06:22:19.0,2020-05-17,2020-05-26T22:12:32.831
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_063219.wav_clicks.jld2,2020-05-17T06:32:19.0,2020-05-17,2020-05-26T22:12:35.081
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_064219.wav_clicks.jld2,2020-05-17T06:42:19.0,2020-05-17,2020-05-26T22:12:52.483
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_065219.wav_clicks.jld2,2020-05-17T06:52:19.0,2020-05-17,2020-05-26T22:12:55.368
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_070219.wav_clicks.jld2,2020-05-17T07:02:19.0,2020-05-17,2020-05-26T22:13:12.148
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_071219.wav_clicks.jld2,2020-05-17T07:12:19.0,2020-05-17,2020-05-26T22:13:14.074
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_072219.wav_clicks.jld2,2020-05-17T07:22:19.0,2020-05-17,2020-05-26T22:13:31.653
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_073219.wav_clicks.jld2,2020-05-17T07:32:19.0,2020-05-17,2020-05-26T22:13:34.749
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_074219.wav_clicks.jld2,2020-05-17T07:42:19.0,2020-05-17,2020-05-26T22:13:52.664
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_075219.wav_clicks.jld2,2020-05-17T07:52:19.0,2020-05-17,2020-05-26T22:13:55.547
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_080219.wav_clicks.jld2,2020-05-17T08:02:19.0,2020-05-17,2020-05-26T22:14:13.836
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_081219.wav_clicks.jld2,2020-05-17T08:12:19.0,2020-05-17,2020-05-26T22:14:15.329
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_082219.wav_clicks.jld2,2020-05-17T08:22:19.0,2020-05-17,2020-05-26T22:14:34.39
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_083219.wav_clicks.jld2,2020-05-17T08:32:19.0,2020-05-17,2020-05-26T22:14:36.082
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_084219.wav_clicks.jld2,2020-05-17T08:42:19.0,2020-05-17,2020-05-26T22:14:55.663
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_085219.wav_clicks.jld2,2020-05-17T08:52:19.0,2020-05-17,2020-05-26T22:14:56.113
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_090219.wav_clicks.jld2,2020-05-17T09:02:19.0,2020-05-17,2020-05-26T22:15:15.209
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_091219.wav_clicks.jld2,2020-05-17T09:12:19.0,2020-05-17,2020-05-26T22:15:17.306
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_092219.wav_clicks.jld2,2020-05-17T09:22:19.0,2020-05-17,2020-05-26T22:15:35.18
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_093219.wav_clicks.jld2,2020-05-17T09:32:19.0,2020-05-17,2020-05-26T22:15:37.56
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_094219.wav_clicks.jld2,2020-05-17T09:42:19.0,2020-05-17,2020-05-26T22:15:55.715
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_095219.wav_clicks.jld2,2020-05-17T09:52:19.0,2020-05-17,2020-05-26T22:15:57.953
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_100219.wav_clicks.jld2,2020-05-17T10:02:19.0,2020-05-17,2020-05-26T22:16:16.365
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_101219.wav_clicks.jld2,2020-05-17T10:12:19.0,2020-05-17,2020-05-26T22:16:18.908
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_102219.wav_clicks.jld2,2020-05-17T10:22:19.0,2020-05-17,2020-05-26T22:16:36.065
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_103219.wav_clicks.jld2,2020-05-17T10:32:19.0,2020-05-17,2020-05-26T22:16:39.17
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_104219.wav_clicks.jld2,2020-05-17T10:42:19.0,2020-05-17,2020-05-26T22:16:55.866
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_105219.wav_clicks.jld2,2020-05-17T10:52:19.0,2020-05-17,2020-05-26T22:16:58.824
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_110219.wav_clicks.jld2,2020-05-17T11:02:19.0,2020-05-17,2020-05-26T22:17:16.07
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_111219.wav_clicks.jld2,2020-05-17T11:12:19.0,2020-05-17,2020-05-26T22:17:19.76
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_112219.wav_clicks.jld2,2020-05-17T11:22:19.0,2020-05-17,2020-05-26T22:17:37.114
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_113219.wav_clicks.jld2,2020-05-17T11:32:19.0,2020-05-17,2020-05-26T22:17:40.513
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_114219.wav_clicks.jld2,2020-05-17T11:42:19.0,2020-05-17,2020-05-26T22:17:57.342
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_115219.wav_clicks.jld2,2020-05-17T11:52:19.0,2020-05-17,2020-05-26T22:18:00.027
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_120219.wav_clicks.jld2,2020-05-17T12:02:19.0,2020-05-17,2020-05-26T22:18:17.561
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_121219.wav_clicks.jld2,2020-05-17T12:12:19.0,2020-05-17,2020-05-26T22:18:20.744
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_122219.wav_clicks.jld2,2020-05-17T12:22:19.0,2020-05-17,2020-05-26T22:18:38.532
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_123219.wav_clicks.jld2,2020-05-17T12:32:19.0,2020-05-17,2020-05-26T22:18:40.278
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_124219.wav_clicks.jld2,2020-05-17T12:42:19.0,2020-05-17,2020-05-26T22:18:57.501
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_125219.wav_clicks.jld2,2020-05-17T12:52:19.0,2020-05-17,2020-05-26T22:19:01.272
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_130219.wav_clicks.jld2,2020-05-17T13:02:19.0,2020-05-17,2020-05-26T22:19:18.362
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_131219.wav_clicks.jld2,2020-05-17T13:12:19.0,2020-05-17,2020-05-26T22:19:21.918
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_132219.wav_clicks.jld2,2020-05-17T13:22:19.0,2020-05-17,2020-05-26T22:19:38.872
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_133219.wav_clicks.jld2,2020-05-17T13:32:19.0,2020-05-17,2020-05-26T22:19:42.432
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_134219.wav_clicks.jld2,2020-05-17T13:42:19.0,2020-05-17,2020-05-26T22:19:59.155
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_135219.wav_clicks.jld2,2020-05-17T13:52:19.0,2020-05-17,2020-05-26T22:20:02.543
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_140219.wav_clicks.jld2,2020-05-17T14:02:19.0,2020-05-17,2020-05-26T22:20:20.15
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_141219.wav_clicks.jld2,2020-05-17T14:12:19.0,2020-05-17,2020-05-26T22:20:21.686
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_142219.wav_clicks.jld2,2020-05-17T14:22:19.0,2020-05-17,2020-05-26T22:20:41.446
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_143219.wav_clicks.jld2,2020-05-17T14:32:19.0,2020-05-17,2020-05-26T22:20:44.182
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_144219.wav_clicks.jld2,2020-05-17T14:42:19.0,2020-05-17,2020-05-26T22:21:02.324
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_145219.wav_clicks.jld2,2020-05-17T14:52:19.0,2020-05-17,2020-05-26T22:21:05.17
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_150219.wav_clicks.jld2,2020-05-17T15:02:19.0,2020-05-17,2020-05-26T22:21:22.733
X:\OdontoceteClicks\clicks\2020\05\MARS_20200517_151219.wav_clicks.jld2,2020-05-17T15:12:19.0,2020-05-17,2020-05-26T22:21:24.839
