file,time,date,processed_time
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_041218.wav_clicks.jld2,2020-05-04T04:12:18.0,2020-05-04,2020-05-23T15:29:27.605
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_042218.wav_clicks.jld2,2020-05-04T04:22:18.0,2020-05-04,2020-05-23T15:29:39.991
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_043219.wav_clicks.jld2,2020-05-04T04:32:19.0,2020-05-04,2020-05-23T15:29:49.635
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_044218.wav_clicks.jld2,2020-05-04T04:42:18.0,2020-05-04,2020-05-23T15:30:01.052
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_045218.wav_clicks.jld2,2020-05-04T04:52:18.0,2020-05-04,2020-05-23T15:30:09.763
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_050218.wav_clicks.jld2,2020-05-04T05:02:18.0,2020-05-04,2020-05-23T15:30:21.579
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_051218.wav_clicks.jld2,2020-05-04T05:12:18.0,2020-05-04,2020-05-23T15:30:34.639
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_052218.wav_clicks.jld2,2020-05-04T05:22:18.0,2020-05-04,2020-05-23T15:30:46.439
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_053219.wav_clicks.jld2,2020-05-04T05:32:19.0,2020-05-04,2020-05-23T15:30:55.076
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_054218.wav_clicks.jld2,2020-05-04T05:42:18.0,2020-05-04,2020-05-23T15:31:08.002
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_055218.wav_clicks.jld2,2020-05-04T05:52:18.0,2020-05-04,2020-05-23T15:31:15.553
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_060219.wav_clicks.jld2,2020-05-04T06:02:19.0,2020-05-04,2020-05-23T15:31:32.094
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_061219.wav_clicks.jld2,2020-05-04T06:12:19.0,2020-05-04,2020-05-23T15:31:37.371
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_062219.wav_clicks.jld2,2020-05-04T06:22:19.0,2020-05-04,2020-05-23T15:31:51.941
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_063219.wav_clicks.jld2,2020-05-04T06:32:19.0,2020-05-04,2020-05-23T15:31:57.81
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_064219.wav_clicks.jld2,2020-05-04T06:42:19.0,2020-05-04,2020-05-23T15:32:11.89
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_065218.wav_clicks.jld2,2020-05-04T06:52:18.0,2020-05-04,2020-05-23T15:32:21.917
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_070219.wav_clicks.jld2,2020-05-04T07:02:19.0,2020-05-04,2020-05-23T15:32:33.133
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_071219.wav_clicks.jld2,2020-05-04T07:12:19.0,2020-05-04,2020-05-23T15:32:42.525
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_072219.wav_clicks.jld2,2020-05-04T07:22:19.0,2020-05-04,2020-05-23T15:32:53.847
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_073218.wav_clicks.jld2,2020-05-04T07:32:18.0,2020-05-04,2020-05-23T15:33:05.667
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_074218.wav_clicks.jld2,2020-05-04T07:42:18.0,2020-05-04,2020-05-23T15:33:14.939
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_075219.wav_clicks.jld2,2020-05-04T07:52:19.0,2020-05-04,2020-05-23T15:33:26.208
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_080219.wav_clicks.jld2,2020-05-04T08:02:19.0,2020-05-04,2020-05-23T15:33:34.984
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_081219.wav_clicks.jld2,2020-05-04T08:12:19.0,2020-05-04,2020-05-23T15:33:47.068
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_082219.wav_clicks.jld2,2020-05-04T08:22:19.0,2020-05-04,2020-05-23T15:33:56.232
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_083219.wav_clicks.jld2,2020-05-04T08:32:19.0,2020-05-04,2020-05-23T15:34:07.226
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_084219.wav_clicks.jld2,2020-05-04T08:42:19.0,2020-05-04,2020-05-23T15:34:17.074
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_085219.wav_clicks.jld2,2020-05-04T08:52:19.0,2020-05-04,2020-05-23T15:34:28.412
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_090218.wav_clicks.jld2,2020-05-04T09:02:18.0,2020-05-04,2020-05-23T15:34:42.348
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_091219.wav_clicks.jld2,2020-05-04T09:12:19.0,2020-05-04,2020-05-23T15:34:51.335
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_092219.wav_clicks.jld2,2020-05-04T09:22:19.0,2020-05-04,2020-05-23T15:35:02.803
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_093219.wav_clicks.jld2,2020-05-04T09:32:19.0,2020-05-04,2020-05-23T15:35:12.119
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_094219.wav_clicks.jld2,2020-05-04T09:42:19.0,2020-05-04,2020-05-23T15:35:23.891
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_095219.wav_clicks.jld2,2020-05-04T09:52:19.0,2020-05-04,2020-05-23T15:35:34.583
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_100219.wav_clicks.jld2,2020-05-04T10:02:19.0,2020-05-04,2020-05-23T15:35:44.613
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_101219.wav_clicks.jld2,2020-05-04T10:12:19.0,2020-05-04,2020-05-23T15:35:54.748
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_102219.wav_clicks.jld2,2020-05-04T10:22:19.0,2020-05-04,2020-05-23T15:36:05.67
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_103219.wav_clicks.jld2,2020-05-04T10:32:19.0,2020-05-04,2020-05-23T15:36:15.31
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_104219.wav_clicks.jld2,2020-05-04T10:42:19.0,2020-05-04,2020-05-23T15:36:26.373
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_105219.wav_clicks.jld2,2020-05-04T10:52:19.0,2020-05-04,2020-05-23T15:36:36.639
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_110219.wav_clicks.jld2,2020-05-04T11:02:19.0,2020-05-04,2020-05-23T15:36:47.242
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_111219.wav_clicks.jld2,2020-05-04T11:12:19.0,2020-05-04,2020-05-23T15:37:02.054
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_112219.wav_clicks.jld2,2020-05-04T11:22:19.0,2020-05-04,2020-05-23T15:37:09.236
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_113219.wav_clicks.jld2,2020-05-04T11:32:19.0,2020-05-04,2020-05-23T15:37:22.225
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_114219.wav_clicks.jld2,2020-05-04T11:42:19.0,2020-05-04,2020-05-23T15:37:29.778
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_115219.wav_clicks.jld2,2020-05-04T11:52:19.0,2020-05-04,2020-05-23T15:37:44.111
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_120219.wav_clicks.jld2,2020-05-04T12:02:19.0,2020-05-04,2020-05-23T15:37:56.4
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_121219.wav_clicks.jld2,2020-05-04T12:12:19.0,2020-05-04,2020-05-23T15:38:06.178
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_122219.wav_clicks.jld2,2020-05-04T12:22:19.0,2020-05-04,2020-05-23T15:38:18.707
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_123219.wav_clicks.jld2,2020-05-04T12:32:19.0,2020-05-04,2020-05-23T15:38:28.212
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_124219.wav_clicks.jld2,2020-05-04T12:42:19.0,2020-05-04,2020-05-23T15:38:43.728
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_125219.wav_clicks.jld2,2020-05-04T12:52:19.0,2020-05-04,2020-05-23T15:38:49.832
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_130219.wav_clicks.jld2,2020-05-04T13:02:19.0,2020-05-04,2020-05-23T15:39:05.112
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_131219.wav_clicks.jld2,2020-05-04T13:12:19.0,2020-05-04,2020-05-23T15:39:09.548
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_132219.wav_clicks.jld2,2020-05-04T13:22:19.0,2020-05-04,2020-05-23T15:39:28.958
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_133219.wav_clicks.jld2,2020-05-04T13:32:19.0,2020-05-04,2020-05-23T15:39:30.396
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_134219.wav_clicks.jld2,2020-05-04T13:42:19.0,2020-05-04,2020-05-23T15:39:52.313
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_135219.wav_clicks.jld2,2020-05-04T13:52:19.0,2020-05-04,2020-05-23T15:39:52.624
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_140219.wav_clicks.jld2,2020-05-04T14:02:19.0,2020-05-04,2020-05-23T15:40:17.073
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_141219.wav_clicks.jld2,2020-05-04T14:12:19.0,2020-05-04,2020-05-23T15:40:14.362
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_142219.wav_clicks.jld2,2020-05-04T14:22:19.0,2020-05-04,2020-05-23T15:40:35.889
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_143219.wav_clicks.jld2,2020-05-04T14:32:19.0,2020-05-04,2020-05-23T15:40:38.683
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_144219.wav_clicks.jld2,2020-05-04T14:42:19.0,2020-05-04,2020-05-23T15:40:56.326
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_145219.wav_clicks.jld2,2020-05-04T14:52:19.0,2020-05-04,2020-05-23T15:41:00.589
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_150219.wav_clicks.jld2,2020-05-04T15:02:19.0,2020-05-04,2020-05-23T15:41:17.43
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_151219.wav_clicks.jld2,2020-05-04T15:12:19.0,2020-05-04,2020-05-23T15:41:22.206
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_152219.wav_clicks.jld2,2020-05-04T15:22:19.0,2020-05-04,2020-05-23T15:41:39.821
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_153219.wav_clicks.jld2,2020-05-04T15:32:19.0,2020-05-04,2020-05-23T15:41:45.978
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_154219.wav_clicks.jld2,2020-05-04T15:42:19.0,2020-05-04,2020-05-23T15:42:01.576
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_155219.wav_clicks.jld2,2020-05-04T15:52:19.0,2020-05-04,2020-05-23T15:42:07.965
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_160219.wav_clicks.jld2,2020-05-04T16:02:19.0,2020-05-04,2020-05-23T15:42:23.567
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_161219.wav_clicks.jld2,2020-05-04T16:12:19.0,2020-05-04,2020-05-23T15:42:32.188
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_162219.wav_clicks.jld2,2020-05-04T16:22:19.0,2020-05-04,2020-05-23T15:42:45.542
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_163219.wav_clicks.jld2,2020-05-04T16:32:19.0,2020-05-04,2020-05-23T15:42:58.297
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_164219.wav_clicks.jld2,2020-05-04T16:42:19.0,2020-05-04,2020-05-23T15:43:06.516
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_165219.wav_clicks.jld2,2020-05-04T16:52:19.0,2020-05-04,2020-05-23T15:43:19.069
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_170219.wav_clicks.jld2,2020-05-04T17:02:19.0,2020-05-04,2020-05-23T15:43:28.521
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_171219.wav_clicks.jld2,2020-05-04T17:12:19.0,2020-05-04,2020-05-23T15:43:39.824
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_172219.wav_clicks.jld2,2020-05-04T17:22:19.0,2020-05-04,2020-05-23T15:43:50.568
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_173219.wav_clicks.jld2,2020-05-04T17:32:19.0,2020-05-04,2020-05-23T15:44:00.407
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_174219.wav_clicks.jld2,2020-05-04T17:42:19.0,2020-05-04,2020-05-23T15:44:11.215
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_175219.wav_clicks.jld2,2020-05-04T17:52:19.0,2020-05-04,2020-05-23T15:44:21.064
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_180219.wav_clicks.jld2,2020-05-04T18:02:19.0,2020-05-04,2020-05-23T15:44:32.439
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_181219.wav_clicks.jld2,2020-05-04T18:12:19.0,2020-05-04,2020-05-23T15:44:43.364
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_182219.wav_clicks.jld2,2020-05-04T18:22:19.0,2020-05-04,2020-05-23T15:44:56.973
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_183219.wav_clicks.jld2,2020-05-04T18:32:19.0,2020-05-04,2020-05-23T15:45:03.747
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_184219.wav_clicks.jld2,2020-05-04T18:42:19.0,2020-05-04,2020-05-23T15:45:24.945
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_185219.wav_clicks.jld2,2020-05-04T18:52:19.0,2020-05-04,2020-05-23T15:45:33.362
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_190219.wav_clicks.jld2,2020-05-04T19:02:19.0,2020-05-04,2020-05-23T15:45:45.917
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_191219.wav_clicks.jld2,2020-05-04T19:12:19.0,2020-05-04,2020-05-23T15:45:56.638
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_192219.wav_clicks.jld2,2020-05-04T19:22:19.0,2020-05-04,2020-05-23T15:46:10.903
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_193219.wav_clicks.jld2,2020-05-04T19:32:19.0,2020-05-04,2020-05-23T15:46:17.351
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_194219.wav_clicks.jld2,2020-05-04T19:42:19.0,2020-05-04,2020-05-23T15:46:34.713
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_195219.wav_clicks.jld2,2020-05-04T19:52:19.0,2020-05-04,2020-05-23T15:46:38.045
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_200219.wav_clicks.jld2,2020-05-04T20:02:19.0,2020-05-04,2020-05-23T15:46:55.375
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_201219.wav_clicks.jld2,2020-05-04T20:12:19.0,2020-05-04,2020-05-23T15:47:01.127
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_202219.wav_clicks.jld2,2020-05-04T20:22:19.0,2020-05-04,2020-05-23T15:47:16.227
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_203219.wav_clicks.jld2,2020-05-04T20:32:19.0,2020-05-04,2020-05-23T15:47:23.408
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_204219.wav_clicks.jld2,2020-05-04T20:42:19.0,2020-05-04,2020-05-23T15:47:36.781
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_205219.wav_clicks.jld2,2020-05-04T20:52:19.0,2020-05-04,2020-05-23T15:47:43.187
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_210219.wav_clicks.jld2,2020-05-04T21:02:19.0,2020-05-04,2020-05-23T15:47:59.077
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_211219.wav_clicks.jld2,2020-05-04T21:12:19.0,2020-05-04,2020-05-23T15:48:02.971
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_212219.wav_clicks.jld2,2020-05-04T21:22:19.0,2020-05-04,2020-05-23T15:48:21.021
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_213219.wav_clicks.jld2,2020-05-04T21:32:19.0,2020-05-04,2020-05-23T15:48:23.785
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_214219.wav_clicks.jld2,2020-05-04T21:42:19.0,2020-05-04,2020-05-23T15:48:41.502
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_215219.wav_clicks.jld2,2020-05-04T21:52:19.0,2020-05-04,2020-05-23T15:48:45.008
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_220219.wav_clicks.jld2,2020-05-04T22:02:19.0,2020-05-04,2020-05-23T15:49:03.267
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_221219.wav_clicks.jld2,2020-05-04T22:12:19.0,2020-05-04,2020-05-23T15:49:10.297
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_222219.wav_clicks.jld2,2020-05-04T22:22:19.0,2020-05-04,2020-05-23T15:49:24.165
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_223219.wav_clicks.jld2,2020-05-04T22:32:19.0,2020-05-04,2020-05-23T15:49:32.605
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_224219.wav_clicks.jld2,2020-05-04T22:42:19.0,2020-05-04,2020-05-23T15:49:43.696
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_225219.wav_clicks.jld2,2020-05-04T22:52:19.0,2020-05-04,2020-05-23T15:50:03.865
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_230219.wav_clicks.jld2,2020-05-04T23:02:19.0,2020-05-04,2020-05-23T15:50:05.178
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_231219.wav_clicks.jld2,2020-05-04T23:12:19.0,2020-05-04,2020-05-23T15:50:23.732
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_232219.wav_clicks.jld2,2020-05-04T23:22:19.0,2020-05-04,2020-05-23T15:50:26.238
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_233219.wav_clicks.jld2,2020-05-04T23:32:19.0,2020-05-04,2020-05-23T15:50:45.279
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_234219.wav_clicks.jld2,2020-05-04T23:42:19.0,2020-05-04,2020-05-23T15:50:46.816
X:\OdontoceteClicks\clicks\2020\05\MARS_20200504_235219.wav_clicks.jld2,2020-05-04T23:52:19.0,2020-05-04,2020-05-23T15:51:06.222
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_000219.wav_clicks.jld2,2020-05-05T00:02:19.0,2020-05-05,2020-05-23T15:51:13.457
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_001219.wav_clicks.jld2,2020-05-05T00:12:19.0,2020-05-05,2020-05-23T15:51:27.615
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_002219.wav_clicks.jld2,2020-05-05T00:22:19.0,2020-05-05,2020-05-23T15:51:34.378
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_003219.wav_clicks.jld2,2020-05-05T00:32:19.0,2020-05-05,2020-05-23T15:51:47.37
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_004219.wav_clicks.jld2,2020-05-05T00:42:19.0,2020-05-05,2020-05-23T15:51:54.524
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_005219.wav_clicks.jld2,2020-05-05T00:52:19.0,2020-05-05,2020-05-23T15:52:06.372
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_010219.wav_clicks.jld2,2020-05-05T01:02:19.0,2020-05-05,2020-05-23T15:52:17.339
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_011219.wav_clicks.jld2,2020-05-05T01:12:19.0,2020-05-05,2020-05-23T15:52:25.875
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_012219.wav_clicks.jld2,2020-05-05T01:22:19.0,2020-05-05,2020-05-23T15:52:40.366
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_013219.wav_clicks.jld2,2020-05-05T01:32:19.0,2020-05-05,2020-05-23T15:52:46.51
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_014219.wav_clicks.jld2,2020-05-05T01:42:19.0,2020-05-05,2020-05-23T15:53:01.527
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_015219.wav_clicks.jld2,2020-05-05T01:52:19.0,2020-05-05,2020-05-23T15:53:11.851
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_020219.wav_clicks.jld2,2020-05-05T02:02:19.0,2020-05-05,2020-05-23T15:53:23.133
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_021219.wav_clicks.jld2,2020-05-05T02:12:19.0,2020-05-05,2020-05-23T15:53:32.869
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_022219.wav_clicks.jld2,2020-05-05T02:22:19.0,2020-05-05,2020-05-23T15:53:50.933
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_023219.wav_clicks.jld2,2020-05-05T02:32:19.0,2020-05-05,2020-05-23T15:53:53.254
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_024219.wav_clicks.jld2,2020-05-05T02:42:19.0,2020-05-05,2020-05-23T15:54:11.358
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_025219.wav_clicks.jld2,2020-05-05T02:52:19.0,2020-05-05,2020-05-23T15:54:14.663
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_030219.wav_clicks.jld2,2020-05-05T03:02:19.0,2020-05-05,2020-05-23T15:54:32.697
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_031219.wav_clicks.jld2,2020-05-05T03:12:19.0,2020-05-05,2020-05-23T15:54:34.665
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_032219.wav_clicks.jld2,2020-05-05T03:22:19.0,2020-05-05,2020-05-23T15:54:53.982
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_033219.wav_clicks.jld2,2020-05-05T03:32:19.0,2020-05-05,2020-05-23T15:54:57.051
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_034219.wav_clicks.jld2,2020-05-05T03:42:19.0,2020-05-05,2020-05-23T15:55:15.626
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_035219.wav_clicks.jld2,2020-05-05T03:52:19.0,2020-05-05,2020-05-23T15:55:21.956
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_040219.wav_clicks.jld2,2020-05-05T04:02:19.0,2020-05-05,2020-05-23T15:55:36.637
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_041219.wav_clicks.jld2,2020-05-05T04:12:19.0,2020-05-05,2020-05-23T15:55:42.018
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_042219.wav_clicks.jld2,2020-05-05T04:22:19.0,2020-05-05,2020-05-23T15:56:03.141
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_043219.wav_clicks.jld2,2020-05-05T04:32:19.0,2020-05-05,2020-05-23T15:56:02.388
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_044219.wav_clicks.jld2,2020-05-05T04:42:19.0,2020-05-05,2020-05-23T15:56:22.388
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_045219.wav_clicks.jld2,2020-05-05T04:52:19.0,2020-05-05,2020-05-23T15:56:25.44
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_050219.wav_clicks.jld2,2020-05-05T05:02:19.0,2020-05-05,2020-05-23T15:56:43.54
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_051219.wav_clicks.jld2,2020-05-05T05:12:19.0,2020-05-05,2020-05-23T15:56:46.229
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_052219.wav_clicks.jld2,2020-05-05T05:22:19.0,2020-05-05,2020-05-23T15:57:04.598
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_053219.wav_clicks.jld2,2020-05-05T05:32:19.0,2020-05-05,2020-05-23T15:57:06.989
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_054219.wav_clicks.jld2,2020-05-05T05:42:19.0,2020-05-05,2020-05-23T15:57:26.331
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_055219.wav_clicks.jld2,2020-05-05T05:52:19.0,2020-05-05,2020-05-23T15:57:29.204
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_060219.wav_clicks.jld2,2020-05-05T06:02:19.0,2020-05-05,2020-05-23T15:57:47.431
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_061219.wav_clicks.jld2,2020-05-05T06:12:19.0,2020-05-05,2020-05-23T15:57:50.247
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_062219.wav_clicks.jld2,2020-05-05T06:22:19.0,2020-05-05,2020-05-23T15:58:08.813
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_063219.wav_clicks.jld2,2020-05-05T06:32:19.0,2020-05-05,2020-05-23T15:58:12.913
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_064219.wav_clicks.jld2,2020-05-05T06:42:19.0,2020-05-05,2020-05-23T15:58:30.195
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_065219.wav_clicks.jld2,2020-05-05T06:52:19.0,2020-05-05,2020-05-23T15:58:36.954
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_070219.wav_clicks.jld2,2020-05-05T07:02:19.0,2020-05-05,2020-05-23T15:58:52.234
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_071219.wav_clicks.jld2,2020-05-05T07:12:19.0,2020-05-05,2020-05-23T15:58:58.209
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_072219.wav_clicks.jld2,2020-05-05T07:22:19.0,2020-05-05,2020-05-23T15:59:14.604
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_073219.wav_clicks.jld2,2020-05-05T07:32:19.0,2020-05-05,2020-05-23T15:59:18.842
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_074219.wav_clicks.jld2,2020-05-05T07:42:19.0,2020-05-05,2020-05-23T15:59:41.658
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_075219.wav_clicks.jld2,2020-05-05T07:52:19.0,2020-05-05,2020-05-23T15:59:40.349
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_080219.wav_clicks.jld2,2020-05-05T08:02:19.0,2020-05-05,2020-05-23T16:00:02.113
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_081219.wav_clicks.jld2,2020-05-05T08:12:19.0,2020-05-05,2020-05-23T16:00:04.959
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_082219.wav_clicks.jld2,2020-05-05T08:22:19.0,2020-05-05,2020-05-23T16:00:22.592
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_083219.wav_clicks.jld2,2020-05-05T08:32:19.0,2020-05-05,2020-05-23T16:00:26.212
X:\OdontoceteClicks\clicks\2020\05\MARS_20200505_084219.wav_clicks.jld2,2020-05-05T08:42:19.0,2020-05-05,2020-05-23T16:00:43.118
